Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date,Beginning Deferred Balance,Ending Deferred Balance
CMLT06AMC1,0000000097026314,,1,1,20231127,20231001,,63.37,8.9,0.0,0.0,0.0,0.0,0.0,0.29,21361.88,20914.19,21408.25,20961.88,46.51,401.18,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51,54.47,N,0.0,0.0,0.0,109.88,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.56,0.0,3.04375,0.0,,,151,Y,20080718,,
CMLT06AMC1,0000000149634024,,1,1,20231127,20231101,,235.3,30.36,0.0,0.0,0.0,0.0,0.0,0.99,72865.75,72747.99,72865.75,72747.99,117.76,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,353.06,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.875,0.0,3.35875,0.0,,,151,N,,,
CMLT06AMC1,0000000149639460,,1,1,20231127,20231001,,215.35,53.84,0.0,0.0,0.0,0.0,0.0,1.75,129210.99,129016.74,129404.92,129210.99,194.25,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.25,161.51,N,0.0,0.0,0.0,409.6,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,151,Y,20090731,,
CMLT06AMC1,0000000097557599,,1,1,20231127,20231101,,240.66,60.16,0.0,0.0,0.0,0.0,0.0,1.96,144393.71,144099.13,144687.8,144099.13,294.58,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,535.24,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,151,N,,,
CMLT06AMC1,0000000149647208,,1,1,20231127,20231001,,126.96,31.74,0.0,0.0,0.0,0.0,0.0,1.03,76166.51,75723.54,76608.74,76166.51,442.97,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.97,95.22,N,0.0,0.0,0.0,569.93,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0003,0.0,1.48405,0.0,,,151,N,,,
CMLT06AMC1,0000000098241995,,1,1,20231127,20231101,,339.16,42.39,0.0,0.0,0.0,0.0,0.0,1.38,101747.24,101619.76,101747.24,101619.76,127.48,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,466.64,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,3.48375,0.0,,,152,N,,,
CMLT06AMC1,0000000097568471,,1,1,20231127,20231101,,705.59,48.0,0.0,0.0,0.0,0.0,0.0,1.56,115198.06,114742.02,115198.06,114742.02,456.04,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,1161.63,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,7.35,0.0,6.83375,0.0,,,151,N,,,
CMLT06AMC1,0000000097037071,,1,1,20231127,20231001,,571.36,29.6,0.0,0.0,0.0,0.0,0.0,0.96,71050.2,70809.98,71050.2,71050.2,240.22,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.22,541.76,N,0.0,0.0,0.0,811.58,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.65,0.0,9.13375,0.0,,,151,N,,,
CMLT06AMC1,0000000151515087,,1,1,20231127,20231001,,376.96,37.18,0.0,0.0,0.0,0.0,0.0,1.21,89220.51,88794.25,89644.98,89220.51,426.26,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.26,339.78,N,0.0,0.0,0.0,803.22,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,5.07,0.0,4.55375,0.0,,,151,N,,,
CMLT06AMC1,0000000098519556,,1,1,20231127,20231001,,448.59,112.15,0.0,0.0,0.0,0.0,0.0,3.64,269154.78,268651.63,269657.09,269154.78,503.15,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.15,336.44,N,0.0,0.0,0.0,951.74,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,152,N,,,
