Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date,Beginning Deferred Balance,Ending Deferred Balance
CMLT06AMC1,0000000098508716,,1,1,20201125,20201101,,1463.09,88.67,0.0,0.0,0.0,0.0,0.0,2.88,212813.54,212261.58,212813.54,212261.58,551.96,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,2015.05,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,8.25,0.0,7.73375,0.0,,,188,N,,,
CMLT06AMC1,0000000097026314,,1,1,20201125,20201001,,78.92,11.08,0.0,0.0,0.0,0.0,0.0,0.36,26602.19,26571.23,26633.06,26602.19,30.96,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,519.31,0.0,519.31,0.0,0.0,0.0,0.0,30.96,67.84,N,0.0,0.0,0.0,109.88,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.56,0.0,3.04375,0.0,,,187,Y,20080718,,
CMLT06AMC1,0000000149634024,,1,1,20201125,20201101,,248.2,32.03,0.0,0.0,0.0,0.0,0.0,1.04,76862.07,76757.21,76966.59,76757.21,104.86,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,353.06,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.875,0.0,3.35875,0.0,,,187,N,,,
CMLT06AMC1,0000000098462914,,1,1,20201125,20201101,,702.72,72.15,0.0,0.0,0.0,0.0,0.0,2.34,173155.33,172241.69,173155.33,172241.69,631.37,282.27,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,1334.09,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.87,0.0,4.35375,0.0,,,188,N,,,
CMLT06AMC1,0000000149639460,,1,1,20201125,20200501,,206.85,51.71,0.0,0.0,0.0,0.0,0.0,1.68,124109.3,123933.16,125160.01,124985.62,176.14,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.14,155.14,N,0.0,0.0,0.0,382.99,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,187,Y,20090731,,
CMLT06AMC1,0000000097557599,,1,1,20201125,20201001,,267.55,66.89,0.0,0.0,0.0,0.0,0.0,2.17,160532.33,160264.64,160799.57,160532.33,267.69,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,267.69,200.66,N,0.0,0.0,0.0,535.24,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,187,N,,,
CMLT06AMC1,0000000149647208,,1,1,20201125,20201001,,152.74,38.18,0.0,0.0,0.0,0.0,0.0,1.24,91631.77,91214.58,92048.26,91631.77,417.19,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.19,114.56,N,0.0,0.0,0.0,569.93,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0003,0.0,1.48405,0.0,,,187,N,,,
CMLT06AMC1,0000000097562151,,1,1,20201125,20201001,,490.34,58.51,0.0,0.0,0.0,0.0,0.0,1.9,140430.69,139891.17,140968.34,140430.69,539.52,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.52,431.83,N,0.0,0.0,0.0,1029.86,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.19,0.0,3.67375,0.0,,,187,N,,,
CMLT06AMC1,0000000098241995,,1,1,20201125,20201001,,353.55,44.19,0.0,0.0,0.0,0.0,0.0,1.44,106065.18,105952.09,106177.89,106065.18,113.09,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,478.47,0.0,478.47,0.0,0.0,0.0,0.0,113.09,309.36,N,0.0,0.0,0.0,466.64,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,3.48375,0.0,,,188,N,,,
CMLT06AMC1,0000000144772845,,1,1,20201125,20201001,,242.76,60.69,0.0,0.0,0.0,0.0,0.0,1.97,145657.71,144998.95,145657.71,145657.71,658.76,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.76,182.07,N,0.0,0.0,0.0,901.52,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,185,N,,,
CMLT06AMC1,0000000151667466,,1,1,20201125,20201001,,170.37,42.59,0.0,0.0,0.0,0.0,0.0,1.38,102222.63,101608.93,102835.31,102222.63,613.7,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.7,127.78,N,0.0,0.0,0.0,784.07,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,188,N,,,
