Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date,Beginning Deferred Balance,Ending Deferred Balance
CMLT06AMC1,0000000098508716,,1,1,20200526,20200401,,1485.32,90.02,0.0,0.0,0.0,0.0,0.0,2.93,216047.05,215517.32,216047.05,216047.05,529.73,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.73,1395.3,N,0.0,0.0,0.0,2015.05,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,8.25,0.0,7.73375,0.0,,,194,N,,,
CMLT06AMC1,0000000097026314,,1,1,20200526,20200401,,79.47,11.16,0.0,0.0,0.0,0.0,0.0,0.36,26786.04,26755.63,26816.36,26786.04,30.41,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.41,68.31,N,0.0,0.0,0.0,109.88,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.56,0.0,3.04375,0.0,,,193,Y,20080718,,
CMLT06AMC1,0000000098232150,,1,1,20200526,20200501,,637.96,33.75,0.0,0.0,0.0,0.0,0.0,1.1,81011.05,80832.86,81011.05,80832.86,178.19,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,816.15,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.45,0.0,8.93375,0.0,,,193,N,,,
CMLT06AMC1,0000000149634024,,1,1,20200526,20200401,,250.21,32.29,0.0,0.0,0.0,0.0,0.0,1.05,77484.18,77381.33,77484.18,77484.18,102.85,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.85,217.92,N,0.0,0.0,0.0,353.06,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.875,0.0,3.35875,0.0,,,193,N,,,
CMLT06AMC1,0000000098462914,,1,1,20200526,20200401,,723.52,74.28,0.0,0.0,0.0,0.0,0.0,2.41,178279.0,177668.43,179492.76,178279.0,610.57,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.57,649.24,N,0.0,0.0,0.0,1334.09,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.87,0.0,4.35375,0.0,,,194,N,,,
CMLT06AMC1,0000000149639460,,1,1,20200526,20200301,,208.6,52.15,0.0,0.0,0.0,0.0,0.0,1.69,125160.01,124985.62,125507.92,125334.11,174.39,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.39,156.45,N,0.0,0.0,0.0,382.99,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,193,Y,20090731,,
CMLT06AMC1,0000000097557599,,1,1,20200526,20200501,,270.22,67.55,0.0,0.0,0.0,0.0,0.0,2.2,162129.12,161864.1,162129.12,161864.1,265.02,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,N,0.0,0.0,0.0,535.24,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,193,N,,,
CMLT06AMC1,0000000149647208,,1,1,20200526,20200401,,156.89,39.22,0.0,0.0,0.0,0.0,0.0,1.27,94120.36,93707.32,94120.36,94120.36,413.04,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.04,117.67,N,0.0,0.0,0.0,569.93,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,193,N,,,
CMLT06AMC1,0000000097562151,,1,1,20200526,20200401,,501.5,59.85,0.0,0.0,0.0,0.0,0.0,1.94,143628.63,143100.27,144155.15,143628.63,528.36,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.36,441.65,N,0.0,0.0,0.0,1029.86,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.19,0.0,3.67375,0.0,,,193,N,,,
CMLT06AMC1,0000000098241995,,1,1,20200526,20200401,,355.79,44.47,0.0,0.0,0.0,0.0,0.0,1.45,106735.86,106625.01,106846.35,106735.86,110.85,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,466.64,0.0,466.64,0.0,0.0,0.0,0.0,110.85,311.32,N,0.0,0.0,0.0,466.64,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,3.48375,0.0,,,194,N,,,
CMLT06AMC1,0000000144772845,,1,1,20200526,20200501,,251.8,62.95,0.0,0.0,0.0,0.0,0.0,2.05,151081.89,150405.29,151081.89,150405.29,649.72,26.88,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,901.52,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,191,N,,,
