Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date,Beginning Deferred Balance,Ending Deferred Balance
CMLT06AMC1,0000000098508716,,1,1,20200625,20200601,,1481.68,89.8,0.0,0.0,0.0,0.0,0.0,2.92,215517.32,214983.95,216047.05,214983.95,533.37,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,2015.05,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,8.25,0.0,7.73375,0.0,,,193,N,,,
CMLT06AMC1,0000000097026314,,1,1,20200625,20200501,,79.38,11.15,0.0,0.0,0.0,0.0,0.0,0.36,26755.63,26725.13,26786.04,26755.63,30.5,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,68.23,N,0.0,0.0,0.0,109.88,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.56,0.0,3.04375,0.0,,,192,Y,20080718,,
CMLT06AMC1,0000000098232150,,1,1,20200625,20200601,,636.56,33.68,0.0,0.0,0.0,0.0,0.0,1.09,80832.86,80653.27,80832.86,80653.27,179.59,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,816.15,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.45,0.0,8.93375,0.0,,,192,N,,,
CMLT06AMC1,0000000149634024,,1,1,20200625,20200601,,249.88,32.24,0.0,0.0,0.0,0.0,0.0,1.05,77381.33,77278.15,77484.18,77278.15,103.18,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,353.06,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.875,0.0,3.35875,0.0,,,192,N,,,
CMLT06AMC1,0000000098462914,,1,1,20200625,20200601,,721.04,74.03,0.0,0.0,0.0,0.0,0.0,2.41,177668.43,176773.11,178279.0,176773.11,613.05,282.27,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,1334.09,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.87,0.0,4.35375,0.0,,,193,N,,,
CMLT06AMC1,0000000149639460,,1,1,20200625,20200401,,208.31,52.08,0.0,0.0,0.0,0.0,0.0,1.69,124985.62,124810.94,125334.11,125160.01,174.68,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.68,156.23,N,0.0,0.0,0.0,382.99,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,192,Y,20090731,,
CMLT06AMC1,0000000097557599,,1,1,20200625,20200601,,269.77,67.44,0.0,0.0,0.0,0.0,0.0,2.19,161864.1,161598.63,161864.1,161598.63,265.47,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,N,0.0,0.0,0.0,535.24,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,192,N,,,
CMLT06AMC1,0000000149647208,,1,1,20200625,20200601,,156.2,39.04,0.0,0.0,0.0,0.0,0.0,1.27,93707.32,93293.59,94120.36,93293.59,413.73,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,569.93,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,192,N,,,
CMLT06AMC1,0000000097562151,,1,1,20200625,20200501,,499.66,59.63,0.0,0.0,0.0,0.0,0.0,1.94,143100.27,142570.07,143628.63,143100.27,530.2,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.2,440.03,N,0.0,0.0,0.0,1029.86,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.19,0.0,3.67375,0.0,,,192,N,,,
CMLT06AMC1,0000000098241995,,1,1,20200625,20200501,,355.42,44.43,0.0,0.0,0.0,0.0,0.0,1.44,106625.01,106513.79,106735.86,106625.01,111.22,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,478.47,0.0,478.47,0.0,0.0,0.0,0.0,111.22,310.99,N,0.0,0.0,0.0,466.64,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,3.48375,0.0,,,193,N,,,
CMLT06AMC1,0000000144772845,,1,1,20200625,20200601,,250.68,62.67,0.0,0.0,0.0,0.0,0.0,2.04,150405.29,149727.57,150405.29,149727.57,650.84,26.88,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,901.52,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,190,N,,,
CMLT06AMC1,0000000151667466,,1,1,20200625,20200501,,175.46,43.86,0.0,0.0,0.0,0.0,0.0,1.43,105275.84,104667.23,105883.44,105275.84,608.61,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.61,131.6,N,0.0,0.0,0.0,784.07,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,193,N,,,
CMLT06AMC1,0000000097568471,,1,1,20200625,20200501,,806.59,54.87,0.0,0.0,0.0,0.0,0.0,1.78,131688.47,131333.43,132041.35,131688.47,355.04,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.04,751.72,N,0.0,0.0,0.0,1161.63,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,7.35,0.0,6.83375,0.0,,,192,N,,,
CMLT06AMC1,0000000097037071,,1,1,20200625,20200501,,538.36,33.65,0.0,0.0,0.0,0.0,0.0,1.09,80753.6,80546.96,80958.87,80753.6,206.64,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.64,504.71,N,0.0,0.0,0.0,745.0,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,7.48375,0.0,,,192,N,,,
